Tytuł,Cena,Sklep,Procesor:,RAM:,Dysk SSD:,Karta graficzna:,Ekran:,System operacyjny:,Dysk HDD:
Laptop DELL Vostro 5468 (N019VN5468EMEA01_1801),"3 351
36
zł",ediaexpert,Intel Core i5-7200U,4GB,,,"14"", 1366 x 768px, 60Hz",Windows 10 Professional,500GB
Notebook DELL Vostro V5468 (N017VN5468EMEA01_1801),"7 583
87
zł",ediaexpert,Intel Core i5-7200U,,,,,,
"Laptop ASUS ExpertBook B3604CVA-Q90239X 16"" IPS i7-1355U 32GB RAM 512GB SSD Windows 11 Professional","4 799
00
zł",ediaexpert,Intel Core i7-1355U,"32GB, DDR5, 5200MHz",512GB PCIe NVMe 4.0 x4,Intel Iris Xe Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz",Windows 11 Professional,
"Laptop LENOVO V15 G4 IRU 15.6"" i3-1315U 16GB RAM 512GB SSD Windows 11 Professional","3 262
60
zł",ediaexpert,Intel Core i3-1315U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0 x4,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca TN, 60Hz",Windows 11 Professional,
"Laptop LENOVO ThinkBook 16 G7 ARP 16"" IPS R5-7535HS 16GB RAM 512GB SSD Windows 11 Professional","4 199
00
zł",ediaexpert,AMD Ryzen 5 7535HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,AMD Radeon 660M,"16"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Professional,
"Laptop LENOVO ThinkBook 14 G7 ARP 14"" IPS R5-7535HS 16GB RAM 512GB SSD Windows 11 Professional","4 299
00
zł",ediaexpert,AMD Ryzen 5 7535HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,AMD Radeon 660M,"14"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Professional,
"Laptop LENOVO ThinkBook 16 G7 IML 16"" IPS Ultra 5-125U 16GB RAM 1TB SSD Windows 11 Professional","4 449
00
zł",ediaexpert,Intel Core Ultra 5-125U,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,Intel Graphics,"16"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Professional,
"Laptop ASUS ExpertBook B5604CVA-Q90135X 16"" i5-1335U 16GB RAM 512GB SSD Windows 11 Professional","4 816
92
zł",ediaexpert,Intel Core i5-1335U,"16GB, DDR5",512GB PCIe NVMe 4.0,Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz",Windows 11 Professional,
"Laptop ASUS ExpertBook B3404CVA-Q50731X 14"" IPS i5-1340P 16GB RAM 512GB SSD Windows 11 Professional","4 313
70
zł",ediaexpert,Intel Core i5-1340P,"16GB, DDR5",512GB PCIe NVMe 4.0,Intel UHD Graphics,"14"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Professional,
"Laptop HP EliteBook 645 G11 14"" IPS Ryzen 7 Pro 7735U 16GB RAM 512GB SSD Windows 11 Professional","6 099
99
zł",ediaexpert,AMD Ryzen 7 Pro 7735U,"16GB, DDR5, 4800MHz",512GB PCIe NVMe,AMD Radeon 680M,"14"", 1920 x 1200px, Matryca IPS",Windows 11 Professional,
"Laptop HP EliteBook 665 G11 16"" IPS R5PRO-7535U 16GB RAM 512GB SSD Windows 11 Professional","5 399
99
zł",ediaexpert,AMD Ryzen 5 Pro 7535U,"16GB, DDR5, 4800MHz",512GB PCIe NVMe,AMD Radeon 660M,"16"", 1920 x 1200px, Matryca IPS",Windows 11 Professional,
"Laptop LENOVO ThinkPad T14s Gen 4 14"" IPS R5PRO-7540U 16GB RAM 512GB SSD Windows 11 Professional","6 999
00
zł",ediaexpert,AMD Ryzen 5 7540U,"16GB, LPDDR5X, 6400MHz",512GB PCIe NVMe 4.0 x4,,"14"", 1920 x 1200px, Matryca IPS","Windows 11 Professional, Uaktualnienie do Windows 11",
"Laptop HP EliteBook 830 G11 13.3"" IPS Ultra 7-155U 32GB RAM 1TB SSD Windows 11 Professional","8 599
99
zł",ediaexpert,Intel Core Ultra 7-155U,"32GB, LPDDR5X, 7500MHz",1000GB PCIe NVMe,Intel Graphics,"13.3"", 1920 x 1200px, Matryca IPS, LED",Windows 11 Professional,
"Laptop ACER Swift Go 14 SFG14-71T 14"" IPS i7-13700H 16GB RAM 1TB SSD Windows 11 Home","5 130
70
zł",ediaexpert,Intel Core i7-13700H,"16GB, LPDDR5",1000GB PCIe NVMe,Intel UHD Graphics,"14"", 1920 x 1200px, Matryca IPS, LED, Ekran dotykowy",Windows 11 Home,
"Laptop NTT Book B16EC 16"" IPS i5-13420H 16GB RAM 512GB SSD Arc A350M Windows 11 Home","4 199
99
zł",ediaexpert,Intel Core i5-13420H,"16GB, DDR5",512GB PCIe NVMe,Intel Arc A350M + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop ASUS VivoBook Go E1504FA-L1248W 15.6"" OLED R5-7520U 16GB RAM 512GB SSD Windows 11 Home","3 199
99
zł",ediaexpert,AMD Ryzen 5 7520U,"16GB, LPDDR5",512GB PCIe NVMe 3.0,AMD Radeon 610M,"15.6"", 1920 x 1080px, 60Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming A15 FA506NC-HN002W 15.6"" IPS 144Hz R5-7535HS 8GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home","3 499
98
zł",ediaexpert,AMD Ryzen 5 7535HS,"8GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop NTT Book B15IP 15.6"" IPS i5-1235U 8GB RAM 256GB SSD Windows 11 Home","2 499
99
zł",ediaexpert,Intel Core i5-1235U,8GB,256GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop NTT Book B15IP 15.6"" IPS i5-1235U 16GB RAM 512GB SSD Windows 11 Home","2 456
32
zł",ediaexpert,Intel Core i5-1235U,16GB,512GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop NTT Book B15IP 15.6"" IPS i5-1235U 16GB RAM 1TB SSD Windows 11 Professional","2 849
00
zł",ediaexpert,Intel Core i5-1235U,16GB,1000GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Professional,
"Laptop NTT Book B14IP 14"" IPS i5-1235U 8GB RAM 256GB SSD Windows 11 Home","2 449
99
zł",ediaexpert,Intel Core i5-1235U,8GB,256GB PCIe NVMe,Intel UHD Graphics,"14"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop NTT Book B14IP 14"" IPS i5-1235U 16GB RAM 1TB SSD Windows 11 Home","2 739
99
zł",ediaexpert,Intel Core i5-1235U,16GB,1000GB PCIe NVMe,Intel UHD Graphics,"14"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop NTT Book B14IP 14"" IPS i5-1235U 16GB RAM 1TB SSD Windows 11 Professional","2 909
99
zł",ediaexpert,Intel Core i5-1235U,16GB,1000GB PCIe NVMe,Intel UHD Graphics,"14"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Professional,
"Laptop ASUS TUF Gaming F17 FX707ZC4-HX008 17.3"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3050","4 199
99
zł",ediaexpert,Intel Core i5-12500H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"17.3"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop MSI Modern C12MO-868PL 14"" IPS i5-1235U 16GB RAM 512GB SSD Windows 11 Home","2 211
29
zł",ediaexpert,Intel Core i5-1235U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0,Intel Iris Xe Graphics,"14"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming F16 FX607JV-N3186W 16"" IPS 165Hz i7-13650HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","5 798
99
zł",ediaexpert,Intel Core i7-13650HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop ASUS ROG Strix G16 G614JI-N3127W 16"" IPS 165Hz i7-13650HX 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","7 290
00
zł",ediaexpert,Intel Core i7-13650HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop DREAMMACHINES RG2050-17PL26 17.3"" 144Hz i7-13620H 32GB RAM 1TB SSD GeForce RTX2050","4 099
99
zł",ediaexpert,Intel Core i7-13620H,"32GB, DDR4, 3200MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4060-16PL41 16"" 144Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3","6 999
99
zł",ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4060-17PL36 17.3"" 144Hz i7-14700HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3","7 199
99
zł",ediaexpert,Intel Core i7-14700HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop ASUS Vivobook S14 FLIP TN3402YA-KN355W 14"" OLED R5-7430U 16GB RAM 1TB SSD Windows 11 Home","4 499
98
zł",ediaexpert,AMD Ryzen 5 7430U,"16GB, DDR4",1000GB PCIe NVMe 3.0 x4,AMD Radeon Graphics,"14"", 2880 x 1800px, 90Hz, Ekran dotykowy",Windows 11 Home,
"Laptop ASUS VivoBook 15X M3504YA-MA312W 15.6"" OLED R5-7530U 16GB RAM 512GB SSD Windows 11 Home","3 299
00
zł",ediaexpert,AMD Ryzen 5 7530U,"16GB, DDR4",512GB PCIe NVMe 3.0 x4,AMD Radeon Graphics,"15.6"", 2880 x 1620px, 120Hz",Windows 11 Home,
"Laptop LENOVO IdeaPad Pro 5 16IMH9 16"" IPS Ultra 5-125H 32GB RAM 512GB SSD Windows 11 Home","4 874
79
zł",ediaexpert,Intel Core Ultra 5-125H,"32GB, LPDDR5X, 7467MHz",512GB PCIe NVMe 4.0 x4,Intel Arc Graphics,"16"", 2560 x 1600px, Matryca IPS, 120Hz",Windows 11 Home,
"Laptop MSI Modern 15 H C13M-202PL 15.6"" IPS i5-13420H 16GB RAM 512GB SSD Windows 11 Home","2 999
00
zł",ediaexpert,Intel Core i5-13420H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop HP ProBook 440 G10 14"" IPS i5-1335U 16GB RAM 512GB SSD Windows 11 Professional","3 849
99
zł",ediaexpert,Intel Core i5-1335U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,Intel Iris Xe Graphics,"14"", 1920 x 1080px, Matryca IPS",Windows 11 Professional,
"Laptop MSI Modern 15 B7M-051PL 15.6"" IPS R5-7530U 16GB RAM 512GB SSD Windows 11 Home","2 285
83
zł",ediaexpert,AMD Ryzen 5 7530U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0,AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop DREAMMACHINES GX5MRXG-15PL25 15.3"" Ultra 7-155H 16GB RAM 1TB SSD","4 599
99
zł",ediaexpert,Intel Core Ultra 7-155H,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,Intel Arc Graphics,"15.3"", 2560 x 1600px, Matryca WVA, 120Hz",Brak,
"Laptop DREAMMACHINES RX4080-17PL35 17.3"" 240Hz i9-14900HX 16GB RAM 1TB SSD GeForce RTX4080 DLSS 3","12 499
99
zł",ediaexpert,Intel Core i9-14900HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4080 + Intel UHD Graphics,"17.3"", 2560 x 1440px, Matryca WVA, 240Hz",Brak,
"Laptop DREAMMACHINES RG4070-15PL31 15.6"" 144Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3","7 999
99
zł",ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4070-15PL30 15.6"" 144Hz i9-14900HX 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3","7 799
99
zł",ediaexpert,Intel Core i9-14900HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4070-15PL26 15.6"" 144Hz i7-14700HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3","7 699
99
zł",ediaexpert,Intel Core i7-14700HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4070-15PL25 15.6"" 144Hz i7-14700HX 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3","7 499
99
zł",ediaexpert,Intel Core i7-14700HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
Laptop DREAMMACHINES RG4060-17PL35 17.3” 144Hz i7-14700HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3,"7 099
99
zł",ediaexpert,Intel Core i7-14700HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4060-16PL40 16"" 144Hz i9-14900HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3","6 899
99
zł",ediaexpert,Intel Core i9-14900HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4050-15PL31 15.6"" 144Hz i5-13420H 32GB RAM 1TB SSD GeForce RTX4050 DLSS 3","4 299
99
zł",ediaexpert,Intel Core i5-13420H,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4060-15PL42 15.6"" 144Hz i7-14700HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3","6 599
99
zł",ediaexpert,Intel Core i7-14700HX,"32GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG4060-15PL41 15.6"" 144Hz i7-14700HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3","6 299
99
zł",ediaexpert,Intel Core i7-14700HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop DREAMMACHINES RG3050-15PL50 15.6"" 144Hz i5-13500H 16GB RAM 500GB SSD GeForce RTX3050","3 399
99
zł",ediaexpert,Intel Core i5-13500H,"16GB, DDR4, 3200MHz",500GB PCIe NVMe,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca WVA, 144Hz",Brak,
"Laptop HYPERBOOK V17 Liquid 17.3"" IPS 240Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home","16 499
99
zł",ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"17.3"", 2560 x 1600px, Matryca IPS, LED, 240Hz",Windows 11 Home,
"Laptop HYPERBOOK G16 16"" 165Hz i7-13620H 16GB RAM 500GB SSD GeForce RTX4050 DLSS 3","5 349
99
zł",ediaexpert,Intel Core i7-13620H,"16GB, DDR5",500GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"16"", 2560 x 1600px, 165Hz",Brak,
"Laptop HYPERBOOK G16 16"" 165Hz i7-13620H 16GB RAM 500GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","5 949
99
zł",ediaexpert,Intel Core i7-13620H,"16GB, DDR5",500GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"16"", 2560 x 1600px, 165Hz",Windows 11 Home,
"Laptop HYPERBOOK G16 16"" 165Hz i7-13620H 8GB RAM 500GB SSD GeForce RTX4050 DLSS 3","5 149
99
zł",ediaexpert,Intel Core i7-13620H,"8GB, DDR5",500GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"16"", 2560 x 1600px, 165Hz",Brak,
"Laptop HYPERBOOK NP5 15.6"" IPS 144Hz i5-13420H 16GB RAM 500GB SSD GeForce RTX2050 Windows 11 Home","4 699
99
zł",ediaexpert,Intel Core i5-13420H,"16GB, DDR4, 3200MHz",500GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop HYPERBOOK NP5 15.6"" IPS 144Hz i5-13420H 16GB RAM 500GB SSD GeForce RTX2050","4 099
99
zł",ediaexpert,Intel Core i5-13420H,"16GB, DDR4, 3200MHz",500GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop HYPERBOOK NP5 15.6"" IPS 144Hz i5-13420H 8GB RAM 500GB SSD GeForce RTX2050","3 949
99
zł",ediaexpert,Intel Core i5-13420H,"8GB, DDR4, 3200MHz",500GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop HYPERBOOK V17 Liquid 17.3"" IPS 240Hz i9-14900HX 16GB RAM 1TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home","16 199
99
zł",ediaexpert,Intel Core i9-14900HX,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"17.3"", 2560 x 1600px, Matryca IPS, LED, 240Hz",Windows 11 Home,
"Laptop HYPERBOOK V17 Liquid 17.3"" IPS 240Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4090 DLSS 3","15 899
99
zł",ediaexpert,Intel Core i9-14900HX,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"17.3"", 2560 x 1600px, Matryca IPS, LED, 240Hz",Brak,
"Laptop HYPERBOOK V17 Liquid 17.3"" IPS 240Hz i9-14900HX 16GB RAM 1TB SSD GeForce RTX4090 DLSS 3","15 599
99
zł",ediaexpert,Intel Core i9-14900HX,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,"17.3"", 2560 x 1600px, Matryca IPS, LED, 240Hz",Brak,
"Laptop APPLE MacBook Pro 2024 14"" Retina M4 16GB RAM 512GB SSD macOS Gwiezdna czerń","8 399
00
zł",ediaexpert,Apple M4,16GB,512GB,Apple M4 (10 rdzeni),"14.2"", 3024 x 1964px, Matryca Liquid Retina XDR, 120Hz",macOS Sequoia,
Laptop DELL G15 5530-6916 i7-13650HX 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home,"5 999
97
zł",ediaexpert,Intel Core i7-13650HX,"16GB, DDR5, 4800MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca WVA, LED, 165Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 2024 13.6"" M3 8GB RAM 256GB SSD macOS Północ","4 699
99
zł",ediaexpert,Apple M3,8GB,256GB,Apple M3 (8 rdzeni),"13.6"", 2560 x 1664px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sonoma,
"Laptop HP 250 G9 8A5T3EA 15.6"" i5-1235U 16GB RAM 512GB SSD Windows 11 Home","1 999
00
zł",ediaexpert,Intel Core i5-1235U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 13.6"" Retina M2 8GB RAM 256GB SSD macOS Gwiezdna szarość","3 799
00
zł",ediaexpert,Apple M2,8GB,256GB,Apple M2 (8 rdzeni),"13.6"", 2560 x 1664px, Matryca Liquid Retina,Matryca IPS, LED",macOS Monterey,
"Laptop ACER Aspire 3 A315-23 15.6"" IPS R5-3500U 8GB RAM 512GB SSD Windows 11 Home","1 499
97
zł",ediaexpert,AMD Ryzen 5 3500U,"8GB, DDR4",512GB PCIe NVMe,AMD Radeon Vega 8 Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ASUS VivoBook A512JA-BQ203T 15.6"" i5-1035G1 8GB RAM 512GB SSD Windows 10 Home","2 159
97
zł",ediaexpert,Intel Core i5-1035G1,"8GB, DDR4",512GB PCIe NVMe 3.0,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
"Laptop ACER Aspire 5 A515-56 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD Windows 11 Home","2 109
97
zł",ediaexpert,Intel Core i5-1135G7,"8GB, DDR4",512GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop LG Gram 2021 14T90P-G 14"" IPS i5-1135G7 16GB RAM 512GB SSD Windows 10 Home","4 439
97
zł",ediaexpert,Intel Core i5-1135G7,"16GB, LPDDR4X, 4266MHz",512GB,Intel Iris Xe Graphics,"14"", 1920 x 1200px, Matryca IPS, Ekran dotykowy",Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
"Laptop HP 15-DW3113NW 15.6"" i5-1135G7 8GB RAM 512GB SSD Windows 11 Home","1 799
97
zł",ediaexpert,Intel Core i5-1135G7,"8GB, DDR4, 3200MHz",512GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, LED, 60Hz",Windows 11 Home,
"Laptop ACER Aspire 5 A515-56-55NX 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD Windows 10 Home","2 079
97
zł",ediaexpert,Intel Core i5-1135G7,"8GB, DDR4",512GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED",Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
"Laptop ACER Aspire 5 A515-45 15.6"" IPS R5-5500U 8GB RAM 512GB SSD Windows 11 Home","2 139
97
zł",ediaexpert,AMD Ryzen 5 5500U,"8GB, DDR4",512GB PCIe NVMe,AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ACER Nitro 5 AN515-57 15.6"" IPS 144Hz i5-11400H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home","3 999
97
zł",ediaexpert,Intel Core i5-11400H,"16GB, DDR4",512GB PCIe NVMe,NVIDIA GeForce RTX 3060 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop HP 15-DW3123NW 15.6"" IPS i3-1115G4 8GB RAM 256GB SSD Windows 11 Home","1 499
98
zł",ediaexpert,Intel Core i3-1115G4,"8GB, DDR4, 3200MHz",256GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop LENOVO IdeaPad 3 15ITL6 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD Windows 11 Home","1 759
97
zł",ediaexpert,Intel Core i5-1135G7,"8GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0 x4,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop ACER Nitro 5 AN517-55 17.3"" IPS 144Hz i7-12650H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","5 799
99
zł",ediaexpert,Intel Core i7-12650H,"16GB, DDR5",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop HP Pavilion 15-CS3029NW 15.6"" IPS i5-1035G1 8GB RAM 512GB SSD Windows 10 Home","1 889
97
zł",ediaexpert,Intel Core i5-1035G1,"8GB, DDR4, 2666MHz",512GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED",Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),
"Laptop LENOVO IdeaPad Slim 3 15IAH8 15.6"" IPS i5-12450H 16GB RAM 512GB SSD Windows 11 Home","2 299
98
zł",ediaexpert,Intel Core i5-12450H,"16GB, LPDDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop ACER Aspire 3 A315-56-395Y 15.6"" i3-1005G1 4GB RAM 256GB SSD Windows 10 S","1 359
97
zł",ediaexpert,Intel Core i3-1005G1,"4GB, DDR4",256GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca TN, LED",Windows 10 S (możliwość darmowej aktualizacji do Windows 11),
"Laptop PREDATOR Helios Neo PHN16-71 16"" IPS 165Hz i9-13900HX 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","7 499
97
zł",ediaexpert,Intel Core i9-13900HX,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,"16"", 2560 x 1600px, Matryca IPS, 165Hz",Windows 11 Home,
